pos,transaction,date,amount
33618a,201903160385,2019-03-16 20:06:26,14.97
33618a,201903160386,2019-03-16 20:08:23,19.27
33618a,201903160387,2019-03-16 20:13:20,15.18
33618a,201903160388,2019-03-16 20:14:10,53.9
33618a,201903160389,2019-03-16 20:14:41,1.99
33618a,201903160390,2019-03-16 20:17:09,12.99
33618a,201903160391,2019-03-16 20:25:24,4.99
33618a,201903160392,2019-03-16 20:28:06,15.99
33618a,201903160393,2019-03-16 20:30:39,10.98
33618a,201903160394,2019-03-16 20:33:30,7.99
33618a,201903160395,2019-03-16 20:34:07,3.99
33618a,201903160396,2019-03-16 20:36:48,1.99
33618a,201903160397,2019-03-16 20:37:03,9.99
33618a,201903160398,2019-03-16 20:37:47,35.98
33618a,201903160399,2019-03-16 20:38:21,14.98
33618a,201903160400,2019-03-16 20:41:26,4.99
33618a,201903160401,2019-03-16 20:43:17,6.98
33618a,201903160402,2019-03-16 21:05:22,83.9
33618a,201903170001,2019-03-17 10:10:38,22.17
33618a,201903170002,2019-03-17 10:15:21,14.98
33618a,201903170003,2019-03-17 10:17:08,43.97
33618a,201903170004,2019-03-17 10:28:57,47.16
33618a,201903170005,2019-03-17 10:32:03,11.98
33618a,201903170006,2019-03-17 10:32:21,3.99
33618a,201903170007,2019-03-17 10:32:45,7.99
33618a,201903170008,2019-03-17 10:33:07,11.98
33618a,201903170009,2019-03-17 10:33:41,14.97
33618a,201903170010,2019-03-17 10:34:27,13.29
33618a,201903170011,2019-03-17 10:42:02,9.97
33618a,201903170012,2019-03-17 10:43:30,5.0
33618a,201903170013,2019-03-17 10:48:41,7.99
33618a,201903170014,2019-03-17 10:51:19,4.99
33618a,201903170015,2019-03-17 10:55:01,33.26
33618a,201903170016,2019-03-17 10:57:16,8.99
33618a,201903170017,2019-03-17 10:57:44,19.98
33618a,201903170018,2019-03-17 11:03:18,3.99
33618a,201903170019,2019-03-17 11:04:21,9.99
33618a,201903170020,2019-03-17 11:04:48,21.98
33618a,201903170021,2019-03-17 11:07:37,8.19
33618a,201903170022,2019-03-17 11:12:00,7.18
33618a,201903170023,2019-03-17 11:13:04,21.15
33618a,201903170024,2019-03-17 11:14:30,32.25
33618a,201903170025,2019-03-17 11:15:15,21.16
33618a,201903170026,2019-03-17 11:19:36,7.99
33618a,201903170027,2019-03-17 11:21:31,44.48
33618a,201903170028,2019-03-17 11:27:06,6.99
33618a,201903170029,2019-03-17 11:27:21,4.99
33618a,201903170030,2019-03-17 11:28:00,10.18
33618a,201903170031,2019-03-17 11:29:28,14.99
33618a,201903170032,2019-03-17 11:30:24,18.17
33618a,201903170033,2019-03-17 11:31:10,7.98
33618a,201903170034,2019-03-17 11:33:10,6.98
33618a,201903170035,2019-03-17 11:35:44,47.24
33618a,201903170036,2019-03-17 11:36:08,8.98
33618a,201903170037,2019-03-17 11:37:02,77.94
33618a,201903170038,2019-03-17 11:37:26,16.99
33618a,201903170039,2019-03-17 11:38:26,17.28
33618a,201903170040,2019-03-17 11:39:28,14.99
33618a,201903170041,2019-03-17 11:41:06,19.96
33618a,201903170042,2019-03-17 11:42:47,3.99
33618a,201903170043,2019-03-17 11:44:00,4.99
33618a,201903170044,2019-03-17 11:45:19,32.98
33618a,201903170045,2019-03-17 11:45:48,9.98
33618a,201903170046,2019-03-17 11:50:24,31.15
33618a,201903170047,2019-03-17 11:51:15,14.96
33618a,201903170048,2019-03-17 11:51:58,8.97
33618a,201903170049,2019-03-17 11:53:43,4.99
33618a,201903170050,2019-03-17 11:54:09,7.99
33618a,201903170051,2019-03-17 11:55:44,21.96
33618a,201903170052,2019-03-17 11:56:19,19.16
33618a,201903170053,2019-03-17 11:57:07,17.97
33618a,201903170054,2019-03-17 11:58:49,32.15
33618a,201903170055,2019-03-17 11:59:52,38.15
33618a,201903170056,2019-03-17 12:00:25,15.19
33618a,201903170057,2019-03-17 12:02:29,68.09
33618a,201903170058,2019-03-17 12:02:48,7.99
33618a,201903170059,2019-03-17 12:05:43,17.17
33618a,201903170060,2019-03-17 12:07:39,15.96
33618a,201903170061,2019-03-17 12:08:13,38.98
33618a,201903170062,2019-03-17 12:08:43,12.98
33618a,201903170063,2019-03-17 12:09:37,22.16
33618a,201903170064,2019-03-17 12:10:23,7.98
33618a,201903170065,2019-03-17 12:11:09,32.97
33618a,201903170066,2019-03-17 12:14:58,10.98
33618a,201903170067,2019-03-17 12:16:25,6.99
33618a,201903170068,2019-03-17 12:18:30,9.98
33618a,201903170069,2019-03-17 12:21:26,3.99
33618a,201903170070,2019-03-17 12:24:32,23.96
33618a,201903170071,2019-03-17 12:26:49,9.99
33618a,201903170072,2019-03-17 12:29:28,6.99
33618a,201903170073,2019-03-17 12:30:15,21.97
33618a,201903170074,2019-03-17 12:31:50,9.99
33618a,201903170075,2019-03-17 12:34:31,14.56
33618a,201903170076,2019-03-17 12:37:36,19.27
33618a,201903170077,2019-03-17 12:40:38,14.99
33618a,201903170078,2019-03-17 12:41:03,14.17
33618a,201903170079,2019-03-17 12:42:01,9.18
33618a,201903170080,2019-03-17 12:42:37,12.98
33618a,201903170081,2019-03-17 12:43:05,14.99
33618a,201903170082,2019-03-17 12:44:24,9.99
33618a,201903170083,2019-03-17 12:44:46,13.98
33618a,201903170084,2019-03-17 12:45:14,9.99
33618a,201903170085,2019-03-17 12:45:50,7.96
33618a,201903170086,2019-03-17 12:46:18,5.98
33618a,201903170087,2019-03-17 12:46:56,18.96
33618a,201903170088,2019-03-17 12:48:22,22.25
33618a,201903170089,2019-03-17 12:48:47,2.99
33618a,201903170090,2019-03-17 12:52:42,9.99
33618a,201903170091,2019-03-17 12:57:08,3.0
33618a,201903170092,2019-03-17 12:57:33,4.99
33618a,201903170093,2019-03-17 12:58:47,59.15
33618a,201903170094,2019-03-17 12:59:55,25.28
33618a,201903170095,2019-03-17 13:01:33,6.99
33618a,201903170096,2019-03-17 13:01:48,2.0
33618a,201903170097,2019-03-17 13:03:38,7.97
33618a,201903170098,2019-03-17 13:04:18,-9.99
33618a,201903170099,2019-03-17 13:05:50,19.98
33618a,201903170100,2019-03-17 13:06:15,2.99
33618a,201903170101,2019-03-17 13:08:39,8.98
33618a,201903170102,2019-03-17 13:10:41,11.97
33618a,201903170103,2019-03-17 13:11:31,7.99
33618a,201903170104,2019-03-17 13:13:18,29.95
33618a,201903170105,2019-03-17 13:13:41,7.98
33618a,201903170106,2019-03-17 13:14:16,3.99
33618a,201903170107,2019-03-17 13:14:59,19.98
33618a,201903170108,2019-03-17 13:15:37,1.99
33618a,201903170109,2019-03-17 13:16:59,3.99
33618a,201903170110,2019-03-17 13:18:25,8.98
33618a,201903170111,2019-03-17 13:20:35,8.19
33618a,201903170112,2019-03-17 13:21:17,4.99
33618a,201903170113,2019-03-17 13:22:41,27.05
33618a,201903170114,2019-03-17 13:23:19,15.18
33618a,201903170115,2019-03-17 13:27:09,38.93
33618a,201903170116,2019-03-17 13:28:30,25.67
33618a,201903170117,2019-03-17 13:29:30,4.99
33618a,201903170118,2019-03-17 13:32:09,9.98
33618a,201903170119,2019-03-17 13:34:31,4.99
33618a,201903170120,2019-03-17 13:35:23,12.07
33618a,201903170121,2019-03-17 13:36:15,19.66
33618a,201903170122,2019-03-17 13:37:11,17.17
33618a,201903170123,2019-03-17 13:38:59,5.97
33618a,201903170124,2019-03-17 13:39:17,6.99
33618a,201903170125,2019-03-17 13:41:27,19.96
33618a,201903170126,2019-03-17 13:44:52,12.98
33618a,201903170127,2019-03-17 13:45:27,3.98
33618a,201903170128,2019-03-17 13:47:17,7.97
33618a,201903170129,2019-03-17 13:47:47,4.99
33618a,201903170130,2019-03-17 13:48:45,14.16
33618a,201903170131,2019-03-17 13:50:09,40.13
33618a,201903170132,2019-03-17 13:50:44,7.99
33618a,201903170133,2019-03-17 13:51:05,1.0
33618a,201903170134,2019-03-17 13:54:04,31.27
33618a,201903170135,2019-03-17 13:54:41,24.99
33618a,201903170136,2019-03-17 13:55:34,14.96
33618a,201903170137,2019-03-17 13:56:38,9.99
33618a,201903170138,2019-03-17 13:57:27,7.98
33618a,201903170139,2019-03-17 13:58:39,22.96
33618a,201903170140,2019-03-17 14:00:35,60.2
33618a,201903170141,2019-03-17 14:01:05,4.0
33618a,201903170142,2019-03-17 14:02:40,58.2
33618a,201903170143,2019-03-17 14:03:11,8.99
33618a,201903170144,2019-03-17 14:04:50,33.05
33618a,201903170145,2019-03-17 14:05:16,3.99
33618a,201903170146,2019-03-17 14:07:14,3.98
33618a,201903170147,2019-03-17 14:09:37,5.98
33618a,201903170148,2019-03-17 14:12:21,4.99
33618a,201903170149,2019-03-17 14:12:53,10.97
33618a,201903170150,2019-03-17 14:13:17,3.99
33618a,201903170151,2019-03-17 14:14:17,30.95
33618a,201903170152,2019-03-17 14:15:05,7.96
33618a,201903170153,2019-03-17 14:15:28,4.99
33618a,201903170154,2019-03-17 14:15:48,4.99
33618a,201903170155,2019-03-17 14:16:24,12.99
33618a,201903170156,2019-03-17 14:16:53,18.98
33618a,201903170157,2019-03-17 14:19:54,104.14
33618a,201903170158,2019-03-17 14:20:24,14.97
33618a,201903170159,2019-03-17 14:21:01,9.98
33618a,201903170160,2019-03-17 14:22:07,3.98
33618a,201903170161,2019-03-17 14:23:52,9.99
33618a,201903170162,2019-03-17 14:25:16,72.43
33618a,201903170163,2019-03-17 14:26:40,12.27
33618a,201903170164,2019-03-17 14:27:01,5.99
33618a,201903170165,2019-03-17 14:29:16,5.97
33618a,201903170166,2019-03-17 14:29:38,12.99
33618a,201903170167,2019-03-17 14:30:23,9.99
33618a,201903170168,2019-03-17 14:31:06,21.28
33618a,201903170169,2019-03-17 14:31:24,2.99
33618a,201903170170,2019-03-17 14:33:12,3.98
33618a,201903170171,2019-03-17 14:33:31,2.99
33618a,201903170172,2019-03-17 14:33:54,3.99
33618a,201903170173,2019-03-17 14:35:27,17.06
33618a,201903170174,2019-03-17 14:35:49,1.0
33618a,201903170175,2019-03-17 14:36:16,7.99
33618a,201903170176,2019-03-17 14:36:26,3.99
33618a,201903170177,2019-03-17 14:36:50,14.99
33618a,201903170178,2019-03-17 14:37:53,3.99
33618a,201903170179,2019-03-17 14:38:24,3.99
33618a,201903170180,2019-03-17 14:38:37,1.0
33618a,201903170181,2019-03-17 14:39:59,23.15
33618a,201903170182,2019-03-17 14:43:17,13.67
33618a,201903170183,2019-03-17 14:45:01,7.99
33618a,201903170184,2019-03-17 14:46:07,6.99
33618a,201903170185,2019-03-17 14:48:10,33.27
33618a,201903170186,2019-03-17 14:48:49,21.17
33618a,201903170187,2019-03-17 14:49:36,13.98
33618a,201903170188,2019-03-17 14:51:48,24.99
33618a,201903170189,2019-03-17 14:53:01,7.99
33618a,201903170190,2019-03-17 14:53:28,14.97
33618a,201903170191,2019-03-17 14:54:04,7.98
33618a,201903170192,2019-03-17 14:55:13,4.99
33618a,201903170193,2019-03-17 14:55:44,9.99
33618a,201903170194,2019-03-17 14:58:03,17.99
33618a,201903170195,2019-03-17 14:58:56,13.28
33618a,201903170196,2019-03-17 14:59:32,9.98
33618a,201903170197,2019-03-17 15:00:51,33.96
33618a,201903170198,2019-03-17 15:02:16,10.97
33618a,201903170199,2019-03-17 15:03:14,1.99
33618a,201903170200,2019-03-17 15:04:52,28.26
33618a,201903170201,2019-03-17 15:05:21,4.99
33618a,201903170202,2019-03-17 15:05:47,19.99
33618a,201903170203,2019-03-17 15:07:20,7.19
33618a,201903170204,2019-03-17 15:07:47,11.98
33618a,201903170205,2019-03-17 15:09:50,25.94
33618a,201903170206,2019-03-17 15:10:08,1.99
33618a,201903170207,2019-03-17 15:10:33,8.97
33618a,201903170208,2019-03-17 15:11:16,11.98
33618a,201903170209,2019-03-17 15:12:14,3.99
33618a,201903170210,2019-03-17 15:14:25,5.98
33618a,201903170211,2019-03-17 15:15:00,7.98
33618a,201903170212,2019-03-17 15:17:37,6.99
33618a,201903170213,2019-03-17 15:18:35,25.96
33618a,201903170214,2019-03-17 15:20:30,13.29
33618a,201903170215,2019-03-17 15:21:47,27.26
33618a,201903170216,2019-03-17 15:22:36,25.26
33618a,201903170217,2019-03-17 15:23:41,14.98
33618a,201903170218,2019-03-17 15:29:40,6.98
33618a,201903170219,2019-03-17 15:30:08,12.99
33618a,201903170220,2019-03-17 15:31:25,13.17
33618a,201903170221,2019-03-17 15:31:57,25.95
33618a,201903170222,2019-03-17 15:32:24,17.98
33618a,201903170223,2019-03-17 15:34:24,8.98
33618a,201903170224,2019-03-17 15:36:04,36.94
33618a,201903170225,2019-03-17 15:36:24,6.99
33618a,201903170226,2019-03-17 15:36:58,2.0
33618a,201903170227,2019-03-17 15:38:24,3.99
33618a,201903170228,2019-03-17 15:38:58,10.18
33618a,201903170229,2019-03-17 15:39:47,20.16
33618a,201903170230,2019-03-17 15:40:09,4.99
33618a,201903170231,2019-03-17 15:40:44,17.17
33618a,201903170232,2019-03-17 15:41:12,3.99
33618a,201903170233,2019-03-17 15:42:15,41.7
33618a,201903170234,2019-03-17 15:42:38,1.99
33618a,201903170235,2019-03-17 15:43:03,4.99
33618a,201903170236,2019-03-17 15:46:29,19.98
33618a,201903170237,2019-03-17 15:47:09,2.99
33618a,201903170238,2019-03-17 15:47:42,12.99
33618a,201903170239,2019-03-17 15:49:58,14.99
33618a,201903170240,2019-03-17 15:50:23,1.0
33618a,201903170241,2019-03-17 15:50:40,9.99
33618a,201903170242,2019-03-17 15:53:27,2.99
33618a,201903170243,2019-03-17 15:53:52,12.99
33618a,201903170244,2019-03-17 15:56:46,4.99
33618a,201903170245,2019-03-17 15:56:59,3.99
33618a,201903170246,2019-03-17 15:57:57,19.15
33618a,201903170247,2019-03-17 15:58:41,7.49
33618a,201903170248,2019-03-17 15:59:55,10.97
33618a,201903170249,2019-03-17 16:00:54,75.98
33618a,201903170250,2019-03-17 16:01:17,4.99
33618a,201903170251,2019-03-17 16:02:07,31.98
33618a,201903170252,2019-03-17 16:02:52,9.99
33618a,201903170253,2019-03-17 16:03:19,12.98
33618a,201903170254,2019-03-17 16:04:12,4.99
33618a,201903170255,2019-03-17 16:08:34,6.99
33618a,201903170256,2019-03-17 16:10:25,16.97
33618a,201903170257,2019-03-17 16:11:09,17.98
33618a,201903170258,2019-03-17 16:11:43,16.97
33618a,201903170259,2019-03-17 16:12:59,32.16
33618a,201903170260,2019-03-17 16:14:14,46.95
33618a,201903170261,2019-03-17 16:15:48,4.99
33618a,201903170262,2019-03-17 16:16:30,11.97
33618a,201903170263,2019-03-17 16:17:15,2.99
33618a,201903170264,2019-03-17 16:17:42,17.98
33618a,201903170265,2019-03-17 16:19:17,22.95
33618a,201903170266,2019-03-17 16:21:54,14.99
33618a,201903170267,2019-03-17 16:22:22,9.99
33618a,201903170268,2019-03-17 16:23:52,12.99
33618a,201903170269,2019-03-17 16:24:55,16.97
33618a,201903170270,2019-03-17 16:25:31,16.98
33618a,201903170271,2019-03-17 16:25:59,17.98
33618a,201903170272,2019-03-17 16:27:42,-4.99
33618a,201903170273,2019-03-17 16:28:48,28.28
33618a,201903170274,2019-03-17 16:29:29,22.28
33618a,201903170275,2019-03-17 16:30:14,14.99
33618a,201903170276,2019-03-17 16:31:45,12.99
33618a,201903170277,2019-03-17 16:35:39,14.98
33618a,201903170278,2019-03-17 16:37:26,7.98
33618a,201903170279,2019-03-17 16:37:55,4.99
33618a,201903170280,2019-03-17 16:39:01,6.98
33618a,201903170281,2019-03-17 16:41:25,8.0
33618a,201903170282,2019-03-17 16:43:42,10.98
33618a,201903170283,2019-03-17 16:44:12,14.97
33618a,201903170284,2019-03-17 16:45:34,6.99
33618a,201903170285,2019-03-17 16:48:36,18.98
33618a,201903170286,2019-03-17 16:50:39,5.98
33618a,201903170287,2019-03-17 16:53:02,43.28
33618a,201903170288,2019-03-17 16:54:07,38.25
33618a,201903170289,2019-03-17 16:55:53,5.97
33618a,201903170290,2019-03-17 16:58:05,28.97
33618a,201903170291,2019-03-17 16:58:50,3.99
33618a,201903170292,2019-03-17 16:59:59,40.15
33618a,201903170293,2019-03-17 17:01:04,14.99
33618a,201903170294,2019-03-17 17:01:45,11.97
33618a,201903170295,2019-03-17 17:05:26,-16.99
33618a,201903170296,2019-03-17 17:06:33,4.99
33618a,201903170297,2019-03-17 17:07:20,4.99
33618a,201903170298,2019-03-17 17:08:53,24.98
33618a,201903170299,2019-03-17 17:09:52,29.99
33618a,201903170300,2019-03-17 17:12:38,35.93
33618a,201903170301,2019-03-17 17:13:09,4.99
33618a,201903170302,2019-03-17 17:13:31,10.98
33618a,201903170303,2019-03-17 17:14:56,4.99
33618a,201903170304,2019-03-17 17:15:48,8.98
33618a,201903170305,2019-03-17 17:17:21,25.13
33618a,201903170306,2019-03-17 17:19:46,4.99
33618a,201903170307,2019-03-17 17:20:06,4.99
33618a,201903170308,2019-03-17 17:20:41,30.97
33618a,201903170309,2019-03-17 17:21:09,7.99
33618a,201903170310,2019-03-17 17:21:36,8.97
33618a,201903170311,2019-03-17 17:23:26,4.99
33618a,201903170312,2019-03-17 17:24:51,4.99
33618a,201903170313,2019-03-17 17:25:26,9.99
33618a,201903170314,2019-03-17 17:30:37,73.93
33618a,201903170315,2019-03-17 17:30:59,14.99
33618a,201903170316,2019-03-17 17:31:17,7.99
33618a,201903170317,2019-03-17 17:31:50,16.96
33618a,201903170318,2019-03-17 17:32:11,4.99
33618a,201903170319,2019-03-17 17:32:42,3.99
33618a,201903170320,2019-03-17 17:36:31,7.99
33618a,201903170321,2019-03-17 17:38:00,28.96
33618a,201903170322,2019-03-17 17:41:25,3.99
33618a,201903170323,2019-03-17 17:41:56,9.96
33618a,201903170324,2019-03-17 17:43:57,3.99
33618a,201903170325,2019-03-17 17:48:12,11.98
33618a,201903170326,2019-03-17 17:48:53,52.96
33618a,201903170327,2019-03-17 17:53:55,23.97
33618a,201903170328,2019-03-17 17:56:10,11.96
33618a,201903170329,2019-03-17 17:58:28,42.92
33618a,201903170330,2019-03-17 18:00:34,9.98
33618a,201903170331,2019-03-17 18:02:06,7.99
33618a,201903170332,2019-03-17 18:03:38,2.99
33618a,201903170333,2019-03-17 18:07:27,8.19
33618a,201903170334,2019-03-17 18:08:44,14.98
33618a,201903170335,2019-03-17 18:09:25,20.96
33618a,201903170336,2019-03-17 18:10:01,15.97
33618a,201903170337,2019-03-17 18:10:32,5.98
33618a,201903170338,2019-03-17 18:11:14,6.99
33618a,201903170339,2019-03-17 18:11:54,5.98
33618a,201903170340,2019-03-17 18:12:41,2.0
33618a,201903170341,2019-03-17 18:14:00,4.99
33618a,201903170342,2019-03-17 18:16:11,27.96
33618a,201903170343,2019-03-17 18:21:00,23.96
33618a,201903170344,2019-03-17 18:27:31,1.0
33618a,201903170345,2019-03-17 18:30:59,7.98
33618a,201903170346,2019-03-17 18:32:17,4.0
33618a,201903170347,2019-03-17 18:35:13,9.99
33618a,201903170348,2019-03-17 18:36:45,4.99
33618a,201903170349,2019-03-17 18:40:22,18.25
33618a,201903170350,2019-03-17 18:41:53,2.99
33618a,201903170351,2019-03-17 18:42:59,43.1
33618a,201903170352,2019-03-17 18:43:30,19.96
33618a,201903170353,2019-03-17 18:44:09,4.99
33618a,201903180001,2019-03-18 10:10:23,9.47
33618a,201903180002,2019-03-18 10:11:25,17.98
33618a,201903180003,2019-03-18 10:12:49,5.98
33618a,201903180004,2019-03-18 10:24:30,9.98
33618a,201903180005,2019-03-18 10:41:20,4.99
33618a,201903180006,2019-03-18 10:51:43,12.99
33618a,201903180007,2019-03-18 10:52:14,4.99
33618a,201903180008,2019-03-18 10:54:57,1.99
33618a,201903180009,2019-03-18 10:55:53,9.99
33618a,201903180010,2019-03-18 10:57:13,21.95
33618a,201903180011,2019-03-18 10:58:49,14.99
33618a,201903180012,2019-03-18 11:00:30,11.98
33618a,201903180013,2019-03-18 11:01:47,7.98
33618a,201903180014,2019-03-18 11:02:37,19.98
33618a,201903180015,2019-03-18 11:04:57,17.17
33618a,201903180016,2019-03-18 11:06:18,10.98
33618a,201903180017,2019-03-18 11:07:03,9.98
33618a,201903180018,2019-03-18 11:09:16,15.98
33618a,201903180019,2019-03-18 11:13:47,5.98
33618a,201903180020,2019-03-18 11:20:37,39.98
33618a,201903180021,2019-03-18 11:32:40,17.97
33618a,201903180022,2019-03-18 11:33:23,6.99
33618a,201903180023,2019-03-18 11:34:11,20.66
33618a,201903180024,2019-03-18 11:37:24,5.98
33618a,201903180025,2019-03-18 11:37:52,7.18
33618a,201903180026,2019-03-18 11:42:37,18.97
33618a,201903180027,2019-03-18 11:54:52,26.28
33618a,201903180028,2019-03-18 12:07:31,6.0
33618a,201903180029,2019-03-18 12:08:33,32.42
33618a,201903180030,2019-03-18 12:09:31,3.99
33618a,201903180031,2019-03-18 12:11:12,31.25
33618a,201903180032,2019-03-18 12:14:18,4.99
33618a,201903180033,2019-03-18 12:15:02,4.99
33618a,201903180034,2019-03-18 12:15:29,17.99
33618a,201903180035,2019-03-18 12:24:57,29.97
33618a,201903180036,2019-03-18 12:25:38,24.96
33618a,201903180037,2019-03-18 12:26:55,7.98
33618a,201903180038,2019-03-18 12:28:14,12.97
33618a,201903180039,2019-03-18 12:32:39,7.99
33618a,201903180040,2019-03-18 12:33:23,17.99
33618a,201903180041,2019-03-18 12:37:36,4.99
33618a,201903180042,2019-03-18 12:38:05,2.99
33618a,201903180043,2019-03-18 12:42:06,9.99
33618a,201903180044,2019-03-18 12:45:54,3.99
33618a,201903180045,2019-03-18 12:48:12,17.97
33618a,201903180046,2019-03-18 12:49:34,7.99
33618a,201903180047,2019-03-18 12:52:55,46.17
33618a,201903180048,2019-03-18 12:53:26,5.0
33618a,201903180049,2019-03-18 12:53:57,12.99
33618a,201903180050,2019-03-18 12:54:49,6.98
33618a,201903180051,2019-03-18 12:55:17,3.99
33618a,201903180052,2019-03-18 12:56:17,9.99
33618a,201903180053,2019-03-18 12:56:33,4.99
33618a,201903180054,2019-03-18 12:57:58,7.25
33618a,201903180055,2019-03-18 12:58:30,2.99
33618a,201903180056,2019-03-18 12:59:11,11.98
33618a,201903180057,2019-03-18 12:59:55,3.99
33618a,201903180058,2019-03-18 13:04:04,4.99
33618a,201903180059,2019-03-18 13:04:36,9.98
33618a,201903180060,2019-03-18 13:05:10,13.97
33618a,201903180061,2019-03-18 13:10:06,4.99
33618a,201903180062,2019-03-18 13:11:09,8.98
33618a,201903180063,2019-03-18 13:11:38,14.99
33618a,201903180064,2019-03-18 13:13:46,1.99
33618a,201903180065,2019-03-18 13:14:14,4.99
33618a,201903180066,2019-03-18 13:14:45,12.98
33618a,201903180067,2019-03-18 13:15:41,6.98
33618a,201903180068,2019-03-18 13:16:16,24.96
33618a,201903180069,2019-03-18 13:18:20,14.99
33618a,201903180070,2019-03-18 13:23:03,23.96
33618a,201903180071,2019-03-18 13:25:35,6.98
33618a,201903180072,2019-03-18 13:26:49,3.99
33618a,201903180073,2019-03-18 13:32:12,27.98
33618a,201903180074,2019-03-18 13:32:48,3.99
33618a,201903180075,2019-03-18 13:33:38,12.98
33618a,201903180076,2019-03-18 13:34:17,22.98
33618a,201903180077,2019-03-18 13:35:01,20.96
33618a,201903180078,2019-03-18 13:35:46,34.99
33618a,201903180079,2019-03-18 13:37:02,5.98
33618a,201903180080,2019-03-18 13:37:27,5.99
33618a,201903180081,2019-03-18 13:38:23,11.97
33618a,201903180082,2019-03-18 13:39:20,32.95
33618a,201903180083,2019-03-18 13:40:29,7.98
